batman,bowler,0,1,2,3,4,6,notout,balls
AM Rahane,Kuldeep Yadav,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
RV Uthappa,Washington Sundar,0.3333333333,0.5,0.5,0.5,0.6666666667,1,1,6
RV Uthappa,JD Unadkat,0.5,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
KM Jadhav,Basil Thampi,0.5,0.5,0.5,0.5,1,1,1,6
P Negi,Ankit Soni,0.5,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,0.8333333333,6
RV Uthappa,CH Morris,0,0.5,0.5,0.5,0.6666666667,1,1,6
S Dhawan,AR Patel,0,1,1,1,1,1,1,6
S Dhawan,GJ Maxwell,0,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
DA Warner,GJ Maxwell,0.3333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
KS Williamson,MM Sharma,0,0.3333333333,0.6666666667,0.6666666667,1,1,1,6
Yuvraj Singh,GJ Maxwell,0.5,0.8333333333,1,1,1,1,0.8333333333,6
KS Williamson,I Sharma,0,0,0.5,0.5,0.8333333333,1,1,6
MJ Guptill,B Kumar,0.5,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
SE Marsh,DJ Hooda,0.1666666667,0.3333333333,0.5,0.5,0.8333333333,1,1,6
SPD Smith,STR Binny,0.1666666667,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
KM Jadhav,LH Ferguson,1,1,1,1,1,1,0.8333333333,6
AF Milne,Imran Tahir,0.6666666667,0.8333333333,1,1,1,1,0.8333333333,6
JP Faulkner,Harbhajan Singh,1,1,1,1,1,1,1,6
PA Patel,IK Pathan,0.3333333333,0.3333333333,0.5,0.5,0.8333333333,1,1,6
N Rana,Ankit Soni,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
K Rabada,GJ Maxwell,0.5,0.8333333333,1,1,1,1,1,6
A Mishra,VR Aaron,0.6666666667,1,1,1,1,1,1,6
S Dhawan,CR Woakes,0.5,0.5,0.6666666667,0.6666666667,0.8333333333,1,0.8333333333,6
RV Uthappa,Mohammed Siraj,0.5,0.6666666667,0.6666666667,0.6666666667,1,1,0.8333333333,6
YK Pathan,Rashid Khan,0.3333333333,0.8333333333,1,1,1,1,0.8333333333,6
N Rana,A Choudhary,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
N Rana,SR Watson,0.5,1,1,1,1,1,1,6
RG Sharma,A Choudhary,0.1666666667,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
KD Karthik,BA Stokes,0.3333333333,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
KD Karthik,SN Thakur,0.3333333333,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
KD Karthik,DT Christian,0.3333333333,0.8333333333,1,1,1,1,1,6
CJ Anderson,S Kaul,0,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
YK Pathan,SN Thakur,0.5,1,1,1,1,1,1,6
MK Pandey,DT Christian,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,0.8333333333,6
SA Yadav,DT Christian,0.1666666667,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
SA Yadav,JD Unadkat,0.1666666667,0.5,0.5,0.5,0.8333333333,1,1,6
MK Tiwary,CR Woakes,0.6666666667,1,1,1,1,1,0.8333333333,6
AJ Finch,K Rabada,0.5,0.5,0.6666666667,0.6666666667,1,1,0.8333333333,6
RR Pant,Basil Thampi,0.5,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
WP Saha,S Badree,0.3333333333,1,1,1,1,1,1,6
BA Stokes,MC Henriques,0.6666666667,1,1,1,1,1,1,6
PJ Cummins,Harbhajan Singh,0.6666666667,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
CA Lynn,A Choudhary,0.5,0.5,0.5,0.5,0.8333333333,1,1,6
G Gambhir,P Negi,0,0.8333333333,1,1,1,1,1,6
HM Amla,PJ Sangwan,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
KD Karthik,VR Aaron,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,1,6
PA Patel,Mohammad Nabi,0.1666666667,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
MC Henriques,MJ McClenaghan,0.3333333333,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
DR Smith,Z Khan,0.3333333333,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
AJ Finch,A Mishra,0.1666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,1,6
CR Brathwaite,RA Jadeja,0.5,0.6666666667,0.6666666667,0.6666666667,1,1,1,6
MJ Guptill,JJ Bumrah,0.1666666667,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
LMP Simmons,MM Sharma,0.1666666667,0.5,0.6666666667,0.6666666667,0.6666666667,1,1,6
KK Nair,JD Unadkat,0.1666666667,0.5,0.5,0.6666666667,1,1,0.8333333333,6
KK Nair,DT Christian,0,0.6666666667,0.8333333333,0.8333333333,1,1,1,6
MN Samuels,BA Stokes,0.6666666667,1,1,1,1,1,1,6
MN Samuels,SN Thakur,0.3333333333,0.3333333333,0.6666666667,0.6666666667,0.6666666667,1,1,6
S Dhawan,PJ Sangwan,0.3333333333,0.5,0.5,0.5,1,1,1,6
V Shankar,P Kumar,0.6666666667,1,1,1,1,1,1,6
SS Tiwary,TA Boult,0.5,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
RG Sharma,UT Yadav,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.8333333333,1,1,6
KA Pollard,TA Boult,0.5,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
CA Lynn,TG Southee,0.5,0.5,0.5,0.5,0.6666666667,1,1,6
MK Pandey,R Vinay Kumar,0.1666666667,0.8333333333,0.8333333333,1,1,1,1,6
C de Grandhomme,KH Pandya,0.1666666667,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
MK Pandey,HH Pandya,0.3333333333,0.8333333333,1,1,1,1,0.8333333333,6
Kuldeep Yadav,HH Pandya,0.3333333333,1,1,1,1,1,1,6
SE Marsh,JD Unadkat,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,1,6
AR Patel,A Zampa,0,0.6666666667,0.8333333333,0.8333333333,0.8333333333,1,1,6
MM Sharma,A Zampa,0.5,0.8333333333,1,1,1,1,0.8333333333,6
RA Tripathi,R Tewatia,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,1,6
AM Rahane,R Tewatia,0.5,1,1,1,1,1,1,6
SPD Smith,R Tewatia,0.3333333333,0.8333333333,1,1,1,1,1,6
CH Gayle,CJ Anderson,0,1,1,1,1,1,1,6
P Negi,CJ Anderson,0.3333333333,0.5,0.5,0.5,1,1,1,6
CJ Anderson,SR Watson,0.6666666667,1,1,1,1,1,1,6
MK Tiwary,SL Malinga,0.3333333333,0.8333333333,1,1,1,1,1,6
LMP Simmons,LH Ferguson,0.8333333333,1,1,1,1,1,1,6
AT Rayudu,Washington Sundar,0.8333333333,1,1,1,1,1,0.8333333333,6
KH Pandya,LH Ferguson,0.3333333333,0.8333333333,1,1,1,1,1,6
DA Warner,PP Chawla,0.5,0.8333333333,0.8333333333,0.8333333333,0.8333333333,1,0.8333333333,6
IR Jaggi,KH Pandya,0.1666666667,1,1,1,1,1,1,6
DA Warner,TS Mills,0.8,0.8,0.8,0.8,1,1,1,5
S Dhawan,A Choudhary,0.4,1,1,1,1,1,1,5
DJ Hooda,TS Mills,0.4,1,1,1,1,1,1,5
BCJ Cutting,SR Watson,0.2,0.4,0.6,0.6,0.6,1,1,5
CH Gayle,A Nehra,0.2,0.6,0.6,0.6,0.8,1,1,5
Mandeep Singh,B Kumar,0.6,0.8,0.8,0.8,1,1,1,5
KM Jadhav,BCJ Cutting,0.4,0.8,0.8,0.8,0.8,1,1,5
KM Jadhav,MC Henriques,0,0.8,0.8,0.8,1,1,0.8,5
KM Jadhav,A Nehra,0.2,0.6,0.6,0.6,1,1,1,5
SR Watson,Rashid Khan,0.2,0.6,0.8,0.8,0.8,1,1,5
HH Pandya,Imran Tahir,0.2,1,1,1,1,1,1,5
BB McCullum,PP Chawla,0.4,0.8,0.8,0.8,0.8,1,1,5
SPD Smith,MM Sharma,0.6,1,1,1,1,1,1,5
SPD Smith,T Natarajan,0.4,0.6,0.8,0.8,1,1,1,5
BA Stokes,Swapnil Singh,0,0.8,0.8,0.8,0.8,1,1,5
MS Dhoni,Swapnil Singh,0.6,1,1,1,1,1,0.8,5
BA Stokes,T Natarajan,0,1,1,1,1,1,1,5
M Vohra,AB Dinda,0.4,0.8,0.8,0.8,0.8,1,0.8,5
WP Saha,DT Christian,0.6,0.8,0.8,0.8,1,1,0.8,5
DA Miller,Imran Tahir,0.4,1,1,1,1,1,1,5
DA Miller,R Bhatia,0.6,0.8,0.8,0.8,0.8,1,1,5
DA Miller,AB Dinda,0.2,0.4,0.8,0.8,0.8,1,1,5
SR Watson,Z Khan,0.4,0.6,0.6,0.6,1,1,1,5
CH Gayle,CH Morris,0.8,0.8,0.8,0.8,1,1,0.8,5
STR Binny,S Nadeem,0.4,1,1,1,1,1,1,5
P Negi,CH Morris,0.6,0.8,0.8,0.8,0.8,1,0.8,5
SW Billings,Iqbal Abdulla,0.2,0.8,1,1,1,1,0.8,5
SV Samson,B Stanlake,0.4,0.6,0.6,0.8,1,1,0.8,5
AJ Finch,Rashid Khan,0.6,0.6,1,1,1,1,0.6,5
KD Karthik,BCJ Cutting,0.2,1,1,1,1,1,1,5
S Dhawan,SK Raina,0.4,0.8,0.8,0.8,0.8,1,1,5
DA Warner,DS Kulkarni,0.2,0.8,1,1,1,1,1,5
YK Pathan,Harbhajan Singh,0.4,0.8,1,1,1,1,1,5
JC Buttler,Kuldeep Yadav,0.2,1,1,1,1,1,1,5
Mandeep Singh,MP Stoinis,0,1,1,1,1,1,1,5
AB de Villiers,AR Patel,0.4,1,1,1,1,1,1,5
STR Binny,AR Patel,0.8,1,1,1,1,1,1,5
STR Binny,MM Sharma,0.2,0.6,0.6,0.6,0.8,1,1,5
GJ Maxwell,TS Mills,0.6,0.6,0.6,0.6,0.8,1,1,5
AP Tare,AB Dinda,1,1,1,1,1,1,1,5
SW Billings,AB Dinda,0.6,0.8,0.8,0.8,1,1,1,5
SV Samson,R Bhatia,0.2,1,1,1,1,1,1,5
CH Morris,BA Stokes,0,0,0.2,0.2,0.6,1,1,5
MA Agarwal,PJ Cummins,0.4,0.8,1,1,1,1,1,5
AM Rahane,Z Khan,0.4,0.6,1,1,1,1,0.6,5
MA Agarwal,CH Morris,0.6,0.6,0.8,0.8,1,1,1,5
R Bhatia,S Nadeem,0.4,1,1,1,1,1,1,5
R Bhatia,CJ Anderson,0.4,0.6,0.8,0.8,0.8,1,1,5
AB Dinda,Z Khan,0.6,0.8,0.8,0.8,1,1,1,5
DA Warner,HH Pandya,0.6,0.8,0.8,0.8,0.8,1,1,5
BCJ Cutting,SL Malinga,0.2,0.6,0.6,0.6,1,1,1,5
NV Ojha,SL Malinga,0,0.6,1,1,1,1,1,5
PA Patel,Rashid Khan,0.6,1,1,1,1,1,1,5
N Rana,BCJ Cutting,0.6,1,1,1,1,1,1,5
N Rana,B Kumar,0.2,0.8,0.8,0.8,1,1,0.8,5
KA Pollard,B Kumar,0.8,1,1,1,1,1,0.6,5
KH Pandya,A Nehra,0.2,0.6,0.6,0.6,0.8,1,1,5
M Vohra,TA Boult,0.4,0.6,0.6,0.6,1,1,1,5
M Vohra,CR Woakes,0.4,0.6,0.6,0.6,1,1,1,5
MP Stoinis,PP Chawla,0.8,0.8,0.8,0.8,1,1,1,5
MP Stoinis,UT Yadav,0.6,1,1,1,1,1,1,5
GJ Maxwell,PP Chawla,0,0.4,0.4,0.4,0.8,1,1,5
WP Saha,UT Yadav,0.6,0.8,0.8,0.8,1,1,0.8,5
DA Miller,SP Narine,0.6,1,1,1,1,1,1,5
MM Sharma,TA Boult,0.4,0.6,0.6,0.6,1,1,1,5
VR Aaron,CR Woakes,0.6,0.8,1,1,1,1,0.8,5
G Gambhir,VR Aaron,0.4,1,1,1,1,1,1,5
CH Gayle,TG Southee,0.6,1,1,1,1,1,1,5
CH Gayle,MJ McClenaghan,0.4,0.8,0.8,0.8,1,1,1,5
SPD Smith,SB Jakati,0.4,0.6,0.6,0.6,0.8,1,1,5
MK Tiwary,DR Smith,0.8,1,1,1,1,1,1,5
DR Smith,Ankit Sharma,0.2,0.4,0.4,0.4,0.8,1,1,5
DR Smith,SN Thakur,0.6,1,1,1,1,1,0.8,5
AJ Finch,RD Chahar,0.6,0.8,0.8,0.8,1,1,1,5
RV Uthappa,B Kumar,0.4,0.8,0.8,1,1,1,1,5
Yuvraj Singh,SP Narine,0.6,1,1,1,1,1,1,5
BCJ Cutting,CR Woakes,0,0.6,0.6,0.6,0.8,1,1,5
Bipul Sharma,CR Woakes,0.6,0.6,0.8,0.8,0.8,1,1,5
SV Samson,MM Sharma,0.6,0.8,0.8,0.8,0.8,1,1,5
CJ Anderson,VR Aaron,0.8,0.8,0.8,0.8,1,1,0.8,5
CJ Anderson,Sandeep Sharma,0,0.4,0.4,0.4,0.8,1,1,5
PJ Cummins,Sandeep Sharma,0.2,0.4,0.6,0.6,1,1,1,5
HM Amla,S Nadeem,0.4,0.8,0.8,0.8,1,1,1,5
EJG Morgan,CH Morris,0.2,1,1,1,1,1,1,5
AR Patel,A Mishra,0.6,0.8,0.8,0.8,0.8,1,1,5
SK Raina,SL Malinga,0.2,0.6,0.6,0.6,1,1,1,5
KD Karthik,HH Pandya,0.2,0.4,0.6,0.6,0.6,0.8,1,5
KA Pollard,DR Smith,0.6,0.6,0.6,0.6,0.8,1,1,5
KA Pollard,AJ Tye,0.4,0.6,0.6,0.6,0.8,1,0.8,5
AM Rahane,P Negi,0.4,1,1,1,1,1,1,5
SPD Smith,SR Watson,0.2,0.8,0.8,0.8,1,1,1,5
JD Unadkat,AF Milne,0.6,1,1,1,1,1,1,5
SR Watson,SN Thakur,0.6,0.8,1,1,1,1,1,5
P Negi,DT Christian,0.4,1,1,1,1,1,1,5
RR Pant,NM Coulter-Nile,0.8,1,1,1,1,1,0.6,5
CH Morris,SP Narine,0.4,0.8,0.8,0.8,1,1,1,5
CH Morris,CR Woakes,0.2,0.6,0.6,0.6,1,1,0.8,5
YK Pathan,A Mishra,0.4,0.8,0.8,0.8,1,1,1,5
MC Henriques,I Sharma,0.8,0.8,1,1,1,1,1,5
MC Henriques,KC Cariappa,0.2,0.8,0.8,1,1,1,1,5
NV Ojha,KC Cariappa,0.4,0.8,0.8,0.8,1,1,0.8,5
DJ Hooda,AR Patel,0.2,0.4,0.8,0.8,1,1,1,5
M Vohra,MC Henriques,0.4,0.8,1,1,1,1,1,5
CH Gayle,DR Smith,0.2,0.6,0.6,0.6,0.6,1,1,5
BB McCullum,SR Watson,0,0.6,0.6,0.6,0.6,1,1,5
Ishan Kishan,TM Head,0,0.8,0.8,0.8,0.8,1,1,5
SW Billings,Mohammed Siraj,0.4,0.4,0.4,0.4,1,1,0.8,5
KK Nair,B Kumar,0.4,0.6,0.6,0.6,1,1,1,5
SV Samson,MC Henriques,0,0.8,0.8,0.8,1,1,1,5
SS Iyer,Yuvraj Singh,0.2,0.6,0.6,0.6,0.6,1,1,5
JC Buttler,MM Sharma,0.4,0.4,0.4,0.4,1,1,0.8,5
PA Patel,MP Stoinis,0.4,0.6,0.6,0.6,0.8,1,0.8,5
SP Narine,JP Faulkner,0.2,0.2,0.2,0.2,1,1,1,5
SP Narine,Basil Thampi,0.4,0.4,0.4,0.4,0.8,1,1,5
RV Uthappa,SK Raina,0.2,0.8,0.8,0.8,1,1,1,5
RV Uthappa,DR Smith,0.2,1,1,1,1,1,1,5
MK Pandey,JP Faulkner,0.2,0.8,0.8,0.8,1,1,1,5
Ishan Kishan,Kuldeep Yadav,0.8,1,1,1,1,1,0.8,5
RA Jadeja,SP Narine,0.6,0.6,0.8,0.8,0.8,1,1,5
RG Sharma,CH Morris,0.8,1,1,1,1,1,1,5
N Rana,A Mishra,0.4,0.6,0.8,0.8,1,1,1,5
KH Pandya,PJ Cummins,0.4,0.6,1,1,1,1,1,5
SV Samson,MG Johnson,0.4,0.6,0.6,0.6,1,1,1,5
RR Pant,JJ Bumrah,1,1,1,1,1,1,0.6,5
CH Morris,JJ Bumrah,0.2,1,1,1,1,1,1,5
CH Morris,MG Johnson,0.4,0.6,0.8,0.8,1,1,1,5
S Dhawan,BA Stokes,0.6,0.8,0.8,0.8,1,1,0.8,5
KS Williamson,Imran Tahir,0.4,1,1,1,1,1,1,5
KS Williamson,BA Stokes,0.2,0.4,0.4,0.4,0.8,1,0.8,5
MC Henriques,DT Christian,0.4,0.8,1,1,1,1,1,5
DJ Hooda,JD Unadkat,0.4,0.8,0.8,0.8,0.8,1,1,5
DJ Hooda,SN Thakur,0,0.6,0.6,0.6,1,1,1,5
AM Rahane,Bipul Sharma,0.6,1,1,1,1,1,0.6,5
RA Tripathi,S Kaul,0.2,0.4,0.4,0.4,0.6,1,1,5
SE Marsh,SS Agarwal,0.2,0.4,0.6,0.6,0.8,1,1,5
MP Stoinis,AJ Tye,0.2,0.8,1,1,1,1,0.8,5
AR Patel,Basil Thampi,0.2,0.4,0.8,0.8,1,1,1,5
SK Raina,Sandeep Sharma,0.2,0.6,0.6,0.6,1,1,0.8,5
Basil Thampi,Sandeep Sharma,0,0.6,0.8,0.8,1,1,1,5
CR Woakes,YS Chahal,0.6,1,1,1,1,1,1,5
AB de Villiers,UT Yadav,0.8,0.8,0.8,0.8,1,1,1,5
STR Binny,NM Coulter-Nile,0.8,0.8,0.8,0.8,1,1,1,5
BA Stokes,MJ McClenaghan,0.6,0.8,0.8,0.8,1,1,1,5
DT Christian,MJ McClenaghan,0.8,0.8,0.8,0.8,1,1,1,5
KV Sharma,Imran Tahir,0.6,0.8,0.8,0.8,0.8,1,1,5
HH Pandya,JD Unadkat,0.6,0.6,0.6,0.6,1,1,0.8,5
DT Christian,CR Woakes,0.2,0.6,0.6,0.6,0.6,1,1,5
SP Narine,SN Thakur,0.4,0.6,0.6,0.6,1,1,1,5
V Kohli,NB Singh,0.8,1,1,1,1,1,1,5
AB de Villiers,Ankit Soni,0.4,1,1,1,1,1,1,5
Mandeep Singh,RA Jadeja,0.4,1,1,1,1,1,1,5
P Negi,RA Jadeja,0.2,0.4,0.6,0.6,1,1,1,5
A Choudhary,JP Faulkner,0,1,1,1,1,1,1,5
S Aravind,JP Faulkner,0.6,1,1,1,1,1,0.8,5
AJ Finch,S Badree,0.2,0.4,0.6,0.6,0.6,1,1,5
AR Bawne,CR Woakes,0.4,0.8,1,1,1,1,1,5
RV Uthappa,A Mishra,0.2,0.6,0.6,0.6,0.8,1,1,5
KS Williamson,KC Cariappa,0,1,1,1,1,1,1,5
Yuvraj Singh,KC Cariappa,0.2,0.6,0.6,0.6,1,1,1,5
MJ Guptill,A Nehra,0.4,0.4,0.4,0.4,0.8,1,1,5
SE Marsh,B Kumar,0.6,0.8,0.8,0.8,1,1,0.8,5
Anureet Singh,B Kumar,0.2,0.8,0.8,0.8,1,1,1,5
V Kohli,Washington Sundar,0.4,1,1,1,1,1,1,5
STR Binny,LH Ferguson,1,1,1,1,1,1,0.8,5
YS Chahal,LH Ferguson,0.8,1,1,1,1,1,1,5
AJ Finch,JJ Bumrah,0.8,1,1,1,1,1,1,5
KD Karthik,KH Pandya,1,1,1,1,1,1,0.8,5
RA Jadeja,JJ Bumrah,0.4,0.6,0.8,0.8,1,1,1,5
JP Faulkner,SL Malinga,0.6,1,1,1,1,1,1,5
PA Patel,AJ Tye,0.4,0.6,0.8,0.8,1,1,1,5
KK Nair,Sandeep Sharma,0.2,0.8,0.8,0.8,0.8,1,1,5
A Mishra,Sandeep Sharma,0.6,1,1,1,1,1,1,5
MJ Guptill,K Rabada,0.4,0.6,0.6,0.6,1,1,1,5
MJ Guptill,A Mishra,0.4,0.8,0.8,0.8,0.8,1,1,5
MK Pandey,S Kaul,0.2,0.6,0.6,0.6,1,1,1,5
YK Pathan,S Kaul,0.6,0.8,1,1,1,1,1,5
SP Jackson,B Kumar,0.2,1,1,1,1,1,0.8,5
C de Grandhomme,Mohammed Siraj,0.4,0.6,0.8,0.8,0.8,1,1,5
JC Buttler,A Choudhary,0.4,0.8,1,1,1,1,1,5
JC Buttler,YS Chahal,0.4,0.8,0.8,0.8,0.8,1,1,5
HH Pandya,A Choudhary,0.4,0.6,0.8,0.8,0.8,1,1,5
BB McCullum,JD Unadkat,0.2,0.6,0.6,0.6,1,1,1,5
Ishan Kishan,Imran Tahir,0.6,0.6,0.6,0.6,1,1,0.8,5
RA Jadeja,BA Stokes,0.2,0.4,0.6,0.6,1,1,1,5
KS Williamson,Mohammed Shami,0.6,0.8,0.8,0.8,0.8,0.8,0.8,5
MC Henriques,A Mishra,0.2,0.8,1,1,1,1,1,5
RR Pant,MC Henriques,0,0.6,0.6,0.6,1,1,1,5
CJ Anderson,Mohammed Siraj,0.4,0.8,0.8,0.8,0.8,1,1,5
SP Jackson,JD Unadkat,0.6,0.8,0.8,0.8,1,1,1,5
AM Rahane,NM Coulter-Nile,0.4,0.6,0.8,0.8,1,1,1,5
BA Stokes,Kuldeep Yadav,0.4,1,1,1,1,1,1,5
SK Raina,A Mishra,0,0.8,1,1,1,1,1,5
AJ Finch,Mohammed Shami,0.4,0.8,0.8,0.8,1,1,0.8,5
KK Nair,Basil Thampi,0.6,0.6,0.8,0.8,0.8,1,1,5
RR Pant,RA Jadeja,0.4,0.6,0.6,0.6,0.8,1,1,5
MJ Guptill,A Choudhary,0.4,0.8,1,1,1,1,1,5
MJ Guptill,S Aravind,0.6,0.8,0.8,0.8,1,1,0.8,5
SE Marsh,S Aravind,0.2,0.6,0.8,0.8,1,1,1,5
WP Saha,SR Watson,0.2,0.8,1,1,1,1,0.8,5
VR Aaron,A Choudhary,1,1,1,1,1,1,1,5
S Aravind,GJ Maxwell,0.6,1,1,1,1,1,0.8,5
S Badree,GJ Maxwell,0.2,0.8,1,1,1,1,1,5
PA Patel,A Mishra,0.4,0.8,1,1,1,1,0.8,5
KA Pollard,CJ Anderson,0,0.8,0.8,0.8,1,1,1,5
CJ Anderson,SL Malinga,0.8,0.8,0.8,0.8,1,1,0.8,5
Z Khan,KV Sharma,0.8,1,1,1,1,1,0.8,5
Z Khan,HH Pandya,0.8,1,1,1,1,1,1,5
Mandeep Singh,PP Chawla,0,1,1,1,1,1,1,5
C de Grandhomme,TM Head,0.2,0.8,0.8,0.8,0.8,1,1,5
MJ Guptill,PJ Sangwan,0.8,0.8,1,1,1,1,0.8,5
GJ Maxwell,PJ Sangwan,0.2,0.4,0.6,0.6,0.6,1,1,5
Ishan Kishan,MM Sharma,0.2,0.8,1,1,1,1,1,5
Ishan Kishan,AR Patel,0,1,1,1,1,1,1,5
Ishan Kishan,GJ Maxwell,0.2,0.4,0.6,0.6,1,1,1,5
PA Patel,S Kaul,0.2,0.6,1,1,1,1,0.8,5
HH Pandya,Mohammad Nabi,0.6,1,1,1,1,1,1,5
RG Sharma,MC Henriques,0,0.4,0.4,0.4,1,1,1,5
MC Henriques,JJ Bumrah,0.4,0.6,0.8,0.8,1,1,0.8,5
MJ Guptill,SP Narine,0.8,1,1,1,1,1,0.8,5
SE Marsh,CR Woakes,0.6,1,1,1,1,1,0.8,5
GJ Maxwell,Kuldeep Yadav,0.2,0.6,0.6,0.6,0.6,1,0.8,5
G Gambhir,R Tewatia,0.6,1,1,1,1,1,0.8,5
JP Faulkner,PJ Cummins,0,0.2,0.8,0.8,1,1,1,5
GJ Maxwell,Harbhajan Singh,0,0.4,0.4,0.4,0.4,1,1,5
AR Patel,MJ McClenaghan,0.2,0.8,1,1,1,1,1,5
PA Patel,MJ Henry,0.4,0.4,0.4,0.4,1,1,1,5
LMP Simmons,AR Patel,0.4,0.6,0.6,0.6,0.6,1,1,5
PA Patel,GJ Maxwell,0.4,0.8,1,1,1,1,1,5
HH Pandya,AR Patel,0.2,0.6,0.8,0.8,0.8,1,1,5
RR Pant,SN Thakur,0.2,0.4,0.4,0.4,1,1,1,5
CJ Anderson,A Zampa,0.6,0.8,1,1,1,1,1,5
PJ Cummins,BA Stokes,0.4,0.6,0.8,0.8,0.8,1,0.8,5
A Mishra,BA Stokes,0.6,1,1,1,1,1,1,5
A Mishra,JD Unadkat,0,0.6,0.8,0.8,0.8,1,1,5
RA Tripathi,Z Khan,0.4,0.8,0.8,0.8,1,1,0.8,5
MK Tiwary,Z Khan,0,1,1,1,1,1,1,5
Ishan Kishan,Rashid Khan,0.4,0.8,0.8,0.8,0.8,1,1,5
RA Jadeja,S Kaul,0.2,1,1,1,1,1,1,5
DA Warner,PJ Sangwan,0.6,1,1,1,1,1,1,5
V Shankar,Ankit Soni,0,0.4,0.4,0.4,1,1,1,5
LMP Simmons,TA Boult,1,1,1,1,1,1,0.8,5
SS Tiwary,SP Narine,0,0.6,0.6,0.6,1,1,1,5
RV Uthappa,KV Sharma,0.4,1,1,1,1,1,0.8,5
C de Grandhomme,R Vinay Kumar,0.2,0.4,0.4,0.4,1,1,1,5
Kuldeep Yadav,TG Southee,0.2,0.6,0.6,0.6,1,1,0.8,5
TA Boult,HH Pandya,0.6,0.8,1,1,1,1,1,5
WP Saha,JD Unadkat,0.6,0.8,0.8,0.8,0.8,1,1,5
Swapnil Singh,DT Christian,0.2,0.8,1,1,1,1,1,5
RA Tripathi,MM Sharma,0.6,0.8,0.8,0.8,1,1,1,5
RA Tripathi,I Sharma,0.2,0.4,0.6,0.6,1,1,1,5
SPD Smith,GJ Maxwell,0.2,1,1,1,1,1,1,5
Vishnu Vinod,Mohammed Shami,0.8,1,1,1,1,1,1,5
Sachin Baby,PJ Cummins,0.8,0.8,0.8,0.8,1,1,0.8,5
SS Iyer,Avesh Khan,0.4,1,1,1,1,1,1,5
KK Nair,HV Patel,0.2,0.4,0.4,0.4,1,1,1,5
LMP Simmons,Washington Sundar,0.6,1,1,1,1,1,1,5
KA Pollard,Washington Sundar,0.6,1,1,1,1,1,0.8,5
KA Pollard,LH Ferguson,0.6,0.8,0.8,0.8,1,1,1,5
HH Pandya,DT Christian,0.4,0.8,1,1,1,1,0.8,5
MJ McClenaghan,JD Unadkat,0.2,0.8,0.8,0.8,0.8,1,1,5
JJ Bumrah,DT Christian,0,0.4,0.8,0.8,0.8,1,1,5
V Shankar,PP Chawla,0.2,0.8,0.8,0.8,0.8,1,1,5
Yuvraj Singh,PP Chawla,0.4,0.6,0.6,0.6,1,1,1,5
V Shankar,SP Narine,0.4,0.8,0.8,0.8,1,1,1,5
SA Yadav,MG Johnson,0.6,1,1,1,1,1,1,5
AT Rayudu,PP Chawla,0.6,1,1,1,1,1,0.8,5
S Dhawan,TS Mills,0.5,1,1,1,1,1,1,4
DA Warner,A Choudhary,0.5,0.5,0.5,0.5,0.75,1,0.75,4
MC Henriques,A Choudhary,0.25,0.75,0.75,0.75,1,1,1,4
MC Henriques,TS Mills,0.5,0.75,0.75,1,1,1,1,4
DJ Hooda,A Choudhary,0,0.5,0.75,0.75,0.75,1,1,4
Mandeep Singh,Rashid Khan,0.75,0.75,0.75,0.75,1,1,0.75,4
STR Binny,Rashid Khan,0.5,1,1,1,1,1,1,4
AT Rayudu,R Bhatia,0.25,0.75,1,1,1,1,0.75,4
MA Agarwal,TG Southee,0.25,0.75,0.75,0.75,1,1,1,4
BB McCullum,CR Woakes,0.75,1,1,1,1,1,0.75,4
